,comments
3074,全体起立
3075,白相才是“玩耍”的意思，和相伯没关系，前面的记错了
3076,虽然历史上陈独秀给了他们哥俩每人每月五块或十块钱，但是他们过的还是很苦
3077,这二，人家向你讨你也没还啊
3078,致敬。
3079,如他所见。
3080,他从风雨中走来
3081,不能说日语，你见过哪个外交官在国外说外语的
3082,我正在找
3083,连续包年哈哈哈
3084,为中华之崛起而读书！
3085,我一直找不到这个=段ngm
3086,感谢！
3087,秀
3088,气死了
3089,男神
3090,李立三，那个叛徒
3091,他来了！
3092,它吗的
3093,四，世界的，而非锁国的五
3094,三，进取的，而非退隐de
3095,一，自主的，而非奴隶de
3096,抗的麻袋都是真正的几百斤重的
3097,国耻啊
3098,别骂了别骂了
3099,老渣男了
3100,正是因为看不见才要继续看
3101,一脸懵逼
3102,敬礼
3103,俺也一样
3104,然后震旦学院就成了震旦博物馆，近几年也关掉了
3105,俺也一样
3106,惊雷？这通天修为、天塌地陷紫金锤？
3107,天降猛男
3108,还好李立三脑袋清醒，知道自己犯了大错马上回头了
3109,的却，而且现在看来都有道理
3110,逆着风雨走来，带着人民走出风雨
3111,鸡皮疙瘩
3112,神剧
3113,。
3114,这部剧正是现在的青年需要的
3115,良心剧组9.9以上不过分吧
3116,平平
3117,人民万岁！
3118,男神啊啊啊啊
3119,男神
3120,致敬
3121,/8
3122,说的是其中的糟粕部分，不是指全部儒学
3123,那个男人，他回来了
3124,起立，敬礼
3125,全体起立
3126,周星驰？
3127,接着奏乐，接着舞
3128,敬佩但我一定不会成为他一样的人
3129,我们家后面 要建马相伯中学了 给力
3130,天降大任于斯人也
3131,全体起立
3132,起立
3133,全体起立
3134,语文书和历史书常客
3135,800米
3136,从星火中来
3137,太足来了
3138,他来了他来了
3139,吹爆这部剧！超好看！
3140,和尚
3141,导员
3142,其实同意未开
3143,键盘侠
3144,学期强国app免费看
3145,这六条标准我第一次看的时候就背下来了，真的
3146,ohhhhhhhh
3147,致敬！
3148,致敬！
3149,致敬！
3150,支持
3151,无耻
3152,天将猛男！！！
3153,就我一个人。
3154,体者，载知识之车寓道德之舍也
3155,来了
3156,万年难遇第一猛男！！！
3157,仰天悲愤
3158,战败国还能这么不要脸？
3159,一共43集，一点也不觉得长，而且每一集都全程高能
3160,真是任何时期都有 这种人
3161,这段有电影悲惨世界的感觉
3162,全记得！！！
3163,yyds！
3164,弹幕怎么都不敢说话了？
3165,一种植物的颜色
3166,你说的太好了
3167,郭心刚旁边的女人
3168,全体起立！！
3169,解释了也没理解。
3170,哎
3171,刘皇叔
3172,这跟将中国送给日本有什么分别
3173,致敬
3174,我去
3175,泪目了
3176,男神！
3177,板仓先生
3178,男神来了
3179,啊啊啊啊啊
3180,嗷嗷嗷嗷嗷嗷嗷
3181,这个蚂蚁有寓意的
3182,，
3183,全体起立
3184,加一
3185,全体起立！
3186,天降锰男！
3187,全体起立！
3188,这就去游长江
3189,原来是有利益啊，怪不得有立场
3190,思想启蒙确实是最难也是最根本的武器
3191,私德和大义有时候不冲突
3192,镜头太绝了
3193,南平人震怒
3194,中国足球
3195,老刘的xswl
3196,配乐好绝
3197,新文化
3198,致敬
3199,只有绝对的去否定儒家文化，觉醒中国人为了觉醒不得不全面否定中国文化。
3200,呵呵，胡适是一篇文章讲降日还是所有的呢?不要以偏概全好嘛?
3201,不！！！
3202,？？？？？？？？？？？
3203,实话实说
3204,其实这里说的是对的，但是对立人物不得不拍成错误理论
3205,全体起立
3206,预言家
3207,全体起立
3208,听说他们演戏时是真的扛了一百多斤的麻袋，真正的演员
3209,刚看完，超级好看
3210,要点脸吧我去
3211,巨佬登场
3212,200一个月
3213,生如蝼蚁
3214,父子线很感人的 
3215,守常先生千古！
3216,章太炎
3217,走向共和算了？你能拍？呵呵，真就尬黑呗
3218,开口就是老刘皇叔了
3219,这些人才是中国的脊梁！！
3220,天降猛男
3221,哈哈哈哈哈都认识都认识
3222,致敬！！！
3223,妹妹没死，玉莹是延年乔年牺牲之后吐血而死的
3224,仲甫先生
3225,在今天这个时代，我无时无刻不在想念你们，时代需要改变，却缺乏了伟人
3226,安徽
3227,他来了他在风雨中看见了旧社会人们的苦难！他来了
3228,全体起立!!
3229,中华第一猛男和中华第一男神
3230,他来了他来了
3231,蔡徐坤 落泪
3232,伟人
3233,欢迎来到神域！
3234,别骂了 正是在下
3235,这个背景音乐鸡皮疙瘩我天
3236,蚂蚁是隐喻民众发声吧
3237,百家争鸣
3238,期末考试考了。。
3239,《惊喜》
3240,这剧9.3分有点低啊
3241,心刚啊
3242,年轻演员如此努力，不容易。
3243,致敬！马相伯老先生
3244,他来了！
3245,眉毛好像啊
3246,后门白色的好像耳机啊哈哈哈
3247,张疯崽老小丑了
3248,玛德
3249,配额制哈哈哈
3250,蒋那个胡子有点奇怪
3251,怎么就突然没有了
3252,没有看够啊
3253,这家伙简直狗崽子
3254,这一段真的很好
3255,可惜啊，最后干了错事啊
3256,河北人也怒了
3257,出现了
3258,哎呀，历史并不是你们口中的谁好谁坏
3259,哈哈，陈独秀的出场差点给我劝退了
3260,全国第一的天才
3261,再次起立
3262,太热血了 呜呜呜
3263,我看到了祥子？？？？
3264,看完了
3265,商你个头
3266,听着up声音就烦
3267,好看
3268,致敬伟人
3269,致敬
3270,天降伟人
3271,有什么不能播的
3272,这里他们抗的是真的沙袋哦，没记错的话好像是七十斤
3273,心刚啊。看到就想哭
3274,南昌人愤怒
3275,仲甫先生
3276,仲傅先生
3277,这台词功底真的太好了
3278,守常先生
3279,无耻啊
3280,这没方言莫得灵魂啊
3281,守常先生好！
3282,秀
3283,姜文
3284,这能播呀?很容易联想
3285,看木鱼的比自己看还清楚
3286,郭沫若才是真牛逼
3287,胡适写过的白话文没有一篇比得过鲁迅
3288,胡适人渣一个
3289,亿点污点
3290,胡适人品好个屁。
3291,为中华之崛起而读书！！！
3292,全体起立！！！
3293,他来了
3294,DNA动了
3295,不然呢
3296,我校牌面！
3297,山川异域，不共戴天
3298,你的学生以崇高的敬意向你致敬
3299,加一条：健壮的而非文弱的
3300,先生你的学生向你致以崇高的敬意
3301,真的是神剧阿
3302,仲甫先生
3303,实干第一人
3304,胡适小儿
3305,纨绔子弟
3306,天佑我中华，有无数个猛男
3307,别找了
3308,干饭的神
3309,你居然敢发
3310,守常先生
3311,瞎说什么大实话
3312,一去不返啊
3313,麻木冷漠和没有自我判断一样低级
3314,梦开始的地方
3315,你没有见过美国的航母，不知道美国的力量
3316,中国最强的男人 他来了
3317,直到今天，你依然是我的光！
3318,男神来啦！
3319,真的强  当时的人 都舍家为国  毫不贪恋 自己的家庭条件和 社会地位
3320,为中华之崛起而读书
3321,伟人的笔名   比我绞尽脑汁想的网名  高级太多了
3322,他 lei 了  他 lei 了
3323,这部戏的演员演技都太好太好了
3324,截图了哈哈哈
3325,天降猛男
3326,全体起立！
3327,致敬！
3328,老电视剧了
3329,全体起立！
3330,我们现在也是摸着石头过河
3331,也没毛病的，不能现在的眼光去看
3332,反正钱到账了
3333,很稚嫩
3334,留到现在多少钱
3335,眼泪直接下来了
3336,二十一条是山东人永远的痛
3337,我小的时候领悟不了“为中华之崛起而读书”之伟大
3338,为中华之崛起而读书！
3339,他全看见了
3340,真是和尚啊
3341,他们都没有错
3342,？？？？
3343,震旦=华夏
3344,这位演员都40岁了一点看不出来！
3345, 致敬！
3346,致敬！！
3347,男神
3348,1
3349,霍
3350,延年乔年啊啊啊我哭
3351,他看到了！
3352,看近代史真的全程破防
3353,吃的好辣
3354,日月山川，不共戴天！
3355,应该是唯此两项为大吧
3356,青年才俊
3357,你谁啊哈哈哈哈哈哈
3358,鲁迅yyds！！
3359,星星之火 可以燎原
3360,全剧MVP：报童
3361,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
3362,开口跪，声音大爱
3363,论如何有道理的吵架
3364,致敬
3365,他从风雨中走来，带来了希望和未来
3366,他从风雨中走来，带给了希望与未来
3367,《让我这个平时基本不流泪的人流泪有点奇怪》
3368,不敢说我认识啊哈哈哈哈哈
3369,他来了，他看见了
3370,封神的一幕
3371,他从风雨中走来，将一切都看在眼里
3372,风骨！
3373,每一句台词都经得起推敲啊
3374,加一
3375,你想peach！！
3376,闭嘴ssz
3377,所以，无可救药不是说坏到不能救，而是没有药可以应对
3378,你又懂了，说结果前先摆论据
3379,日本去死
3380,全体起立
3381,您辛苦了！
3382,现在的人多数都没有那么严谨的思想了，即使批驳对方也多是答非所问
3383,说得好
3384,惭愧
3385,说得好
3386,尚且不够、民智不足
3387,延年555
3388,将忠君与爱国分离开来
3389,那个时候人人都迷茫，都在探索
3390,和尚
3391,致敬
3392,这个姓张的 太恶心了  追剧的时候真的太讨厌
3393,好家伙，我弹幕都不敢发了
3394,弹幕搁这害怕啥呢
3395,他来了
3396,觉醒年代yyds
3397,迅哥儿真的绝 太绝了
3398,啊啊啊 太爱导演编剧了
3399,全体起立
3400,北大表示不背锅哈哈
3401,确实是未开 认清现实吧
3402,真的超级用心
3403,演乞丐的演员演技好
3404,男神致敬
3405,伟大领袖！！！
3406,全体起立！敬礼！
3407,伟人！
3408,黎明之光
3409,最可爱的人
3410,英雄
3411,起立
3412,全体起立！
3413,喝点酒啊
3414,这个演员是《水浒传》的鲁智深扮演者？
3415,儒家思想本就害人 
3416,阜阳人来了
3417,辣个男人！！
3418,屁都不会，整天当魔怔人
3419,都搁着魔怔什么呢？有饼吗？性质一样吗？
3420,都搁着魔怔什么呢？有饼吗？性质一样吗？
3421,都搁着魔怔什么呢？有饼吗？性质一样吗？
3422,安徽人自豪
3423,天降猛男！
3424,他从风雨中走来，他看到了
3425,他全都看在了眼里
3426,伟人不朽
3427,1911到现在才4年，怎么可能开民智呢
3428,天降猛男
3429,文人骂人不带脏字的
3430,接着奏乐接着舞
3431,废除二十一条
3432,是，合理的人物丰满也会冲淡角色的距离感，让人物更加立体，鲜活
3433,想到了就去做，行动力也很强
3434,行动力与思想认识并重啊
3435,日日
3436,剧里时不时苦中含乐地来这么一小段，让人印象更深了
3437,是毛
3438,共和？历史证明了共和走不通
3439,现在体育老师都总生病，这可怎么办233
3440,上车 兄弟
3441,选角都很像啊
3442,鬼子长得丑想得美
3443,不然呢？
3444,全体起立
3445,他来了
3446,致敬！！！
3447,新青年
3448,好家伙
3449,共和之骨
3450,位面之子
3451,呸！不要脸
3452,怎么就  夺笋啊
3453,礼义廉666
3454,！！正在找
3455,音乐杀我
3456,永远的神
3457,这段镜头语言很棒
3458,俺也一样
3459,后来日本成了美国的狗子国
3460,阿译长官！！！
3461,神
3462,必输之局，辩论个屁
3463,《兰花草》也是胡适写的
3464,喜欢这个开篇就点明陈的一大污点的设定
3465,只能说，过分了啊~
3466,充分说明大猪蹄子也可以是救国救民的人哈哈哈哈
3467,一语成谶啊
3468,爱国要有立场！服气
3469,冯森又在吃盒饭
3470,鲁智深是你！
3471,他全都看见了！！！
3472,中华五千年，前后两周公
3473,up主太用心了，干货满满
3474,考点出现
3475,考点出现
3476,找到了
3477,妙啊
3478,安庆人表示没听过。。。
3479,致敬!
3480,炭治郎直呼内行
3481,我二弟天下无敌！！
3482,全体起立
3483,全体起立敬礼！
3484,全体起立
3485,1
3486,他来了！！！
3487,人民万岁
3488,说这剧能播不容易的，简直就是个弱智，党自己的历史不能播？
3489,别提胡适
3490,这要是现代发生的事，可想而知
3491,全体起立
3492,七、健壮的而非体弱的
3493,阿译啊，爱了爱了
3494,潮州人震怒
3495,！！
3496,光听这几句话就泪流满面了
3497,全体起立！
3498,疯崽演的不错，看他就想抽他
3499,民智的确未开
3500,岂曰无衣，与子同袍
3501,poi yyds
3502,他来了
3503,这段演出真是顶级
3504,我炸了....
3505,大佬
3506,常守先生！
3507,什么东西啊！！后来在船上也是
3508,人民万岁！
3509,狼子野心！！！！！！！
3510,不愧是皇叔，到哪都匡扶天下啊
3511,2
3512,他们也曾是少年
3513,帅！！！
3514,这段拍的太好了吧
3515,鬼子胃口这么大，难怪吃的下核弹
3516,《划 重 点》
3517,我们的法兰西岁月非常好看
3518,人民说他万岁，他说人民万岁
3519,啥时候在上理工取的景
3520,他从风雨走来！
3521,福建人震怒
3522,八年级上册历史
3523,所以延年知道两边不能顾全就没有成家
3524,这部剧为什么在2021年的中国可以发出来？
3525,张丰载这个角色就是现在节奏党的缩影
3526,天降伟人！
3527,鞠躬
3528,男神！
3529,这就直接附庸了
3530,猛男来也
3531,我觉得白话文的兴起 让我们丢失了很多文言文
3532,这个时候还在争这个高低，真是没救了
3533,不小心高考预言到了
3534,可上九天揽月，可下五洋捉鳖，谈笑凯歌还!
3535,屠龙者未成龙的人，太感动了
3536,天降猛男！！
3537,？
3538,看得见
3539,仲甫先生
3540,五九国耻
3541,就问你气不气气不气气不气！
3542,起立
3543,他如神明一般看这人间每一处疾苦
3544,伟人
3545,那个伟人！
3546,1
3547,剧是真的好看，就是每次bgm一响我就跳戏华胥引，甚至脑袋里自动补歌词，我可太难了。。
3548,1917
3549,呜呜呜今天是延年牺牲94周年
3550,46万了
3551,来二刷了
3552,屑
3553,世纪伟人
3554,妙人
3555,延年！
3556,他来了他来了！
3557,前方高能，请全体起立！
3558,阿译~~~~
3559,他来了
3560,狂人日记
3561,。
3562,朱门酒肉臭，路有冻死骨
3563,太用心了吧，泪目
3564,现在也是 同志们仍需努力
3565,严复是北大第一任校长
3566,这个很重要也很好
3567,有趣
3568,霸气外漏
3569,哪个男人
3570,央视影音客户端观看
3571,木鱼讲的好细
3572,全体起立！！
3573,砸死在假山上就搞笑了
3574,他来了
3575,看完采访过来的
3576,不签
3577,别骂了
3578,现在的正确早已被定好，撼动不了的
3579,来了来了
3580,不是酒剑仙，你脸盲有点严重啊
3581,月卡行为 
3582,躬匠精神
3583,第一帅，不接受反驳
3584,致敬
3585,爱国不一定要爱特色国
3586,这个是鲁肃吗？
3587,起立
3588,伟人来了，全体起立
3589,别人的26岁
3590,让我康康
3591,跳过哈哈哈哈哈
3592,发不了？？
3593,民智未开说的确实是实话，但是保皇就属实离谱
3594,高考作文题
3595,好伟大
3596,全体起立
3597,全体起立
3598,郭心刚！！呜呜呜
3599,前方高能
